SGB	Classification	Taxonomy	Kingdom	Phylum	Class	Order	Family	Genus	Species	Strain
SGB4473_group	uSGB	k__Bacteria-p__Firmicutes-c__CFGB1394-o__OFGB1394-f__FGB1394-g__GGB3385-s__GGB3385_SGB4473-t__SGB4473	Bacteria	Firmicutes	CFGB1394	OFGB1394	FGB1394	GGB3385	GGB3385_SGB4473	SGB4473
SGB4473_group	uSGB	k__Bacteria-p__Firmicutes-c__CFGB1394-o__OFGB1394-f__FGB1394-g__GGB3385-s__GGB3385_SGB4472-t__SGB4472	Bacteria	Firmicutes	CFGB1394	OFGB1394	FGB1394	GGB3385	GGB3385_SGB4472	SGB4472
SGB5880_group	uSGB	k__Bacteria-p__Firmicutes-c__Negativicutes-o__Selenomonadales-f__Selenomonadaceae-g__Selenomonas-s__Selenomonas_SGB5880-t__SGB5880	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas_SGB5880	SGB5880
SGB5880_group	uSGB	k__Bacteria-p__Firmicutes-c__Negativicutes-o__Selenomonadales-f__Selenomonadaceae-g__Selenomonas-s__Selenomonas_felix-t__SGB5881	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas_felix	SGB5881
SGB6001_group	kSGB	k__Bacteria-p__Fusobacteria-c__Fusobacteriia-o__Fusobacteriales-f__Fusobacteriaceae-g__Fusobacterium-s__Fusobacterium_nucleatum-t__SGB6001	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_nucleatum	SGB6001
SGB6001_group	kSGB	k__Bacteria-p__Fusobacteria-c__Fusobacteriia-o__Fusobacteriales-f__Fusobacteriaceae-g__Fusobacterium-s__Fusobacterium_hwasookii-t__SGB5997	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_hwasookii	SGB5997
SGB6001_group	kSGB	k__Bacteria-p__Fusobacteria-c__Fusobacteriia-o__Fusobacteriales-f__Fusobacteriaceae-g__Fusobacterium-s__Fusobacterium_canifelinum-t__SGB29027	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_canifelinum	SGB29027
SGB6001_group	kSGB	k__Bacteria-p__Fusobacteria-c__Fusobacteriia-o__Fusobacteriales-f__Fusobacteriaceae-g__Fusobacterium-s__Fusobacterium_nucleatum-t__SGB6014	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_nucleatum	SGB6014
SGB6001_group	kSGB	k__Bacteria-p__Fusobacteria-c__Fusobacteriia-o__Fusobacteriales-f__Fusobacteriaceae-g__Fusobacterium-s__Fusobacterium_nucleatum-t__SGB6011	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_nucleatum	SGB6011
SGB6001_group	kSGB	k__Bacteria-p__Fusobacteria-c__Fusobacteriia-o__Fusobacteriales-f__Fusobacteriaceae-g__Fusobacterium-s__Fusobacterium_nucleatum-t__SGB6007	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_nucleatum	SGB6007
SGB6055_group	uSGB	k__Bacteria-p__Fusobacteria-c__Fusobacteriia-o__Fusobacteriales-f__Leptotrichiaceae-g__Leptotrichia-s__Leptotrichia_SGB6055-t__SGB6055	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_SGB6055	SGB6055
SGB6055_group	uSGB	k__Bacteria-p__Fusobacteria-c__Fusobacteriia-o__Fusobacteriales-f__Leptotrichiaceae-g__Leptotrichia-s__Leptotrichia_wadei-t__SGB6054	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_wadei	SGB6054
SGB6055_group	uSGB	k__Bacteria-p__Fusobacteria-c__Fusobacteriia-o__Fusobacteriales-f__Leptotrichiaceae-g__Leptotrichia-s__Leptotrichia_shahii-t__SGB29045	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_shahii	SGB29045
SGB6829_group	uSGB	k__Bacteria-p__Firmicutes-c__Erysipelotrichia-o__Erysipelotrichales-f__Erysipelotrichaceae-g__Solobacterium-s__Solobacterium_SGB6829-t__SGB6829	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Solobacterium_SGB6829	SGB6829
SGB6829_group	uSGB	k__Bacteria-p__Firmicutes-c__Erysipelotrichia-o__Erysipelotrichales-f__Erysipelotrichaceae-g__Solobacterium-s__Solobacterium_moorei-t__SGB6826	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Solobacterium_moorei	SGB6826
SGB6833_group	uSGB	k__Bacteria-p__Firmicutes-c__Erysipelotrichia-o__Erysipelotrichales-f__Erysipelotrichaceae-g__Solobacterium-s__Solobacterium_SGB6833-t__SGB6833	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Solobacterium_SGB6833	SGB6833
SGB6833_group	uSGB	k__Bacteria-p__Firmicutes-c__Erysipelotrichia-o__Erysipelotrichales-f__Erysipelotrichaceae-g__Solobacterium-s__Solobacterium_SGB6834-t__SGB6834	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Solobacterium_SGB6834	SGB6834
SGB8002_group	kSGB	k__Bacteria-p__Firmicutes-c__Bacilli-o__Lactobacillales-f__Streptococcaceae-g__Streptococcus-s__Streptococcus_thermophilus-t__SGB8002	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	SGB8002
SGB8002_group	kSGB	k__Bacteria-p__Firmicutes-c__Bacilli-o__Lactobacillales-f__Streptococcaceae-g__Streptococcus-s__Streptococcus_salivarius-t__SGB8007	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_salivarius	SGB8007
SGB8002_group	kSGB	k__Bacteria-p__Firmicutes-c__Bacilli-o__Lactobacillales-f__Streptococcaceae-g__Streptococcus-s__Streptococcus_salivarius-t__SGB8010	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_salivarius	SGB8010
SGB8002_group	kSGB	k__Bacteria-p__Firmicutes-c__Bacilli-o__Lactobacillales-f__Streptococcaceae-g__Streptococcus-s__Streptococcus_vestibularis-t__SGB8003	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_vestibularis	SGB8003
SGB8025_group	kSGB	k__Bacteria-p__Firmicutes-c__Bacilli-o__Lactobacillales-f__Streptococcaceae-g__Streptococcus-s__Streptococcus_intermedius-t__SGB8025	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_intermedius	SGB8025
SGB8025_group	kSGB	k__Bacteria-p__Firmicutes-c__Bacilli-o__Lactobacillales-f__Streptococcaceae-g__Streptococcus-s__Streptococcus_constellatus-t__SGB8026	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_constellatus	SGB8026
SGB8027_group	kSGB	k__Bacteria-p__Firmicutes-c__Bacilli-o__Lactobacillales-f__Streptococcaceae-g__Streptococcus-s__Streptococcus_anginosus-t__SGB8027	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_anginosus	SGB8027
SGB8027_group	kSGB	k__Bacteria-p__Firmicutes-c__Bacilli-o__Lactobacillales-f__Streptococcaceae-g__Streptococcus-s__Streptococcus_anginosus-t__SGB8028	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_anginosus	SGB8028
SGB8095_group	kSGB	k__Bacteria-p__Firmicutes-c__Bacilli-o__Lactobacillales-f__Streptococcaceae-g__Streptococcus-s__Streptococcus_infantis-t__SGB8095	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_infantis	SGB8095
SGB8095_group	kSGB	k__Bacteria-p__Firmicutes-c__Bacilli-o__Lactobacillales-f__Streptococcaceae-g__Streptococcus-s__Streptococcus_peroris-t__SGB8084	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_peroris	SGB8084
SGB8095_group	kSGB	k__Bacteria-p__Firmicutes-c__Bacilli-o__Lactobacillales-f__Streptococcaceae-g__Streptococcus-s__Streptococcus_infantis-t__SGB8086	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_infantis	SGB8086
SGB8138_group	kSGB	k__Bacteria-p__Firmicutes-c__Bacilli-o__Lactobacillales-f__Streptococcaceae-g__Streptococcus-s__Streptococcus_pneumoniae-t__SGB8138	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_pneumoniae	SGB8138
SGB8138_group	kSGB	k__Bacteria-p__Firmicutes-c__Bacilli-o__Lactobacillales-f__Streptococcaceae-g__Streptococcus-s__Streptococcus_oralis-t__SGB29783	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_oralis	SGB29783
SGB8255_group	uSGB	k__Bacteria-p__Firmicutes-c__Bacilli-o__Lactobacillales-f__Carnobacteriaceae-g__Granulicatella-s__Granulicatella_SGB8255-t__SGB8255	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella_SGB8255	SGB8255
SGB8255_group	uSGB	k__Bacteria-p__Firmicutes-c__Bacilli-o__Lactobacillales-f__Carnobacteriaceae-g__Granulicatella-s__Granulicatella_SGB8252-t__SGB8252	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella_SGB8252	SGB8252
SGB9450_group	kSGB	k__Bacteria-p__Proteobacteria-c__Betaproteobacteria-o__Neisseriales-f__Neisseriaceae-g__Neisseria-s__Neisseria_subflava-t__SGB9450	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_subflava	SGB9450
SGB9450_group	kSGB	k__Bacteria-p__Proteobacteria-c__Betaproteobacteria-o__Neisseriales-f__Neisseriaceae-g__Neisseria-s__Neisseria_mucosa-t__SGB9449	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_mucosa	SGB9449
SGB9653_group	kSGB	k__Bacteria-p__Proteobacteria-c__Gammaproteobacteria-o__Pasteurellales-f__Pasteurellaceae-g__Haemophilus-s__Haemophilus_haemolyticus-t__SGB9653	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_haemolyticus	SGB9653
SGB9653_group	kSGB	k__Bacteria-p__Proteobacteria-c__Gammaproteobacteria-o__Pasteurellales-f__Pasteurellaceae-g__Haemophilus-s__Haemophilus_haemolyticus-t__SGB9652	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_haemolyticus	SGB9652
SGB9653_group	kSGB	k__Bacteria-p__Proteobacteria-c__Gammaproteobacteria-o__Pasteurellales-f__Pasteurellaceae-g__Haemophilus-s__Haemophilus_quentini-t__SGB9651	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_quentini	SGB9651
SGB9712_group	kSGB	k__Bacteria-p__Proteobacteria-c__Gammaproteobacteria-o__Pasteurellales-f__Pasteurellaceae-g__Haemophilus-s__Haemophilus_parainfluenzae-t__SGB9712	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_parainfluenzae	SGB9712
SGB9712_group	kSGB	k__Bacteria-p__Proteobacteria-c__Gammaproteobacteria-o__Pasteurellales-f__Pasteurellaceae-g__Haemophilus-s__Haemophilus_parainfluenzae-t__SGB9701	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_parainfluenzae	SGB9701
SGB9712_group	kSGB	k__Bacteria-p__Proteobacteria-c__Gammaproteobacteria-o__Pasteurellales-f__Pasteurellaceae-g__Haemophilus-s__Haemophilus_sp_HMSC066D02-t__SGB9704	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_sp_HMSC066D02	SGB9704
SGB9712_group	kSGB	k__Bacteria-p__Proteobacteria-c__Gammaproteobacteria-o__Pasteurellales-f__Pasteurellaceae-g__Haemophilus-s__Haemophilus_SGB9670-t__SGB9670	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_SGB9670	SGB9670
SGB9712_group	kSGB	k__Bacteria-p__Proteobacteria-c__Gammaproteobacteria-o__Pasteurellales-f__Pasteurellaceae-g__Haemophilus-s__Haemophilus_parainfluenzae-t__SGB9674	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_parainfluenzae	SGB9674
SGB9712_group	kSGB	k__Bacteria-p__Proteobacteria-c__Gammaproteobacteria-o__Pasteurellales-f__Pasteurellaceae-g__Haemophilus-s__Haemophilus_SGB9675-t__SGB9675	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_SGB9675	SGB9675
SGB9712_group	kSGB	k__Bacteria-p__Proteobacteria-c__Gammaproteobacteria-o__Pasteurellales-f__Pasteurellaceae-g__Haemophilus-s__Haemophilus_parainfluenzae-t__SGB9712	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_parainfluenzae	SGB9712
SGB9712_group	kSGB	k__Bacteria-p__Proteobacteria-c__Gammaproteobacteria-o__Pasteurellales-f__Pasteurellaceae-g__Haemophilus-s__Haemophilus_SGB9710-t__SGB9710	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_SGB9710	SGB9710
SGB9738_group	kSGB	k__Bacteria-p__Proteobacteria-c__Gammaproteobacteria-o__Pasteurellales-f__Pasteurellaceae-g__Aggregatibacter-s__Aggregatibacter_segnis-t__SGB9738	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter_segnis	SGB9738
SGB9738_group	kSGB	k__Bacteria-p__Proteobacteria-c__Gammaproteobacteria-o__Pasteurellales-f__Pasteurellaceae-g__Aggregatibacter-s__Aggregatibacter_segnis-t__SGB9737	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter_segnis	SGB9737
